time,close,open,low,high
2015-12-01 09:31:00,84.853190058,84.810640068,84.810640068,84.853190058
2015-12-01 09:32:00,84.853190058,84.810640068,84.810640068,84.853190058
2015-12-01 09:33:00,84.853190058,84.810640068,84.810640068,84.853190058
2015-12-01 09:34:00,84.75958008,84.776600076,84.734050086,84.80213007
2015-12-01 09:35:00,84.75958008,84.776600076,84.734050086,84.80213007
2015-12-01 09:36:00,84.682990098,84.71703009,84.682990098,84.742560084
2015-12-01 09:37:00,84.682990098,84.71703009,84.682990098,84.742560084
2015-12-01 09:38:00,84.682990098,84.71703009,84.682990098,84.742560084
2015-12-01 09:39:00,84.682990098,84.71703009,84.682990098,84.742560084
2015-12-01 09:40:00,84.751070082,84.751070082,84.751070082,84.751070082
2015-12-01 09:41:00,84.776600076,84.751070082,84.751070082,84.776600076
2015-12-01 09:42:00,84.776600076,84.751070082,84.751070082,84.776600076
2015-12-01 09:43:00,84.776600076,84.751070082,84.751070082,84.776600076
2015-12-01 09:44:00,84.776600076,84.751070082,84.751070082,84.776600076
2015-12-01 09:45:00,84.776600076,84.751070082,84.751070082,84.776600076
2015-12-01 09:46:00,84.751070082,84.768090078,84.751070082,84.793620072
2015-12-01 09:47:00,84.751070082,84.768090078,84.751070082,84.793620072
2015-12-01 09:48:00,84.861700056,84.84468006,84.84468006,84.861700056
2015-12-01 09:49:00,84.861700056,84.84468006,84.84468006,84.861700056
2015-12-01 09:50:00,84.861700056,84.84468006,84.84468006,84.861700056
2015-12-01 09:51:00,84.861700056,84.84468006,84.84468006,84.861700056
2015-12-01 09:52:00,84.861700056,84.84468006,84.84468006,84.861700056
2015-12-01 09:53:00,84.861700056,84.84468006,84.84468006,84.861700056
2015-12-01 09:54:00,84.861700056,84.84468006,84.84468006,84.861700056
2015-12-01 09:55:00,84.861700056,84.84468006,84.84468006,84.861700056
2015-12-01 09:56:00,84.88723005,84.921270042,84.88723005,84.921270042
2015-12-01 09:57:00,84.88723005,84.921270042,84.88723005,84.921270042
2015-12-01 09:58:00,84.88723005,84.921270042,84.88723005,84.921270042
2015-12-01 09:59:00,84.946800036,84.946800036,84.946800036,84.946800036
2015-12-01 10:00:00,84.946800036,84.946800036,84.946800036,84.946800036
2015-12-01 10:01:00,84.861700056,84.861700056,84.861700056,84.861700056
2015-12-01 10:02:00,84.861700056,84.861700056,84.861700056,84.861700056
2015-12-01 10:03:00,84.861700056,84.861700056,84.861700056,84.861700056
2015-12-01 10:04:00,84.861700056,84.861700056,84.861700056,84.861700056
2015-12-01 10:05:00,84.861700056,84.861700056,84.861700056,84.861700056
2015-12-01 10:06:00,84.861700056,84.861700056,84.861700056,84.861700056
2015-12-01 10:07:00,84.861700056,84.861700056,84.861700056,84.861700056
2015-12-01 10:08:00,84.861700056,84.861700056,84.861700056,84.861700056
2015-12-01 10:09:00,84.861700056,84.861700056,84.861700056,84.861700056
2015-12-01 10:10:00,84.861700056,84.861700056,84.861700056,84.861700056
2015-12-01 10:11:00,84.819150066,84.810640068,84.810640068,84.819150066
2015-12-01 10:12:00,84.819150066,84.810640068,84.810640068,84.819150066
2015-12-01 10:13:00,84.819150066,84.810640068,84.810640068,84.819150066
2015-12-01 10:14:00,84.819150066,84.810640068,84.810640068,84.819150066
2015-12-01 10:15:00,84.84468006,84.84468006,84.84468006,84.84468006
2015-12-01 10:16:00,84.84468006,84.84468006,84.84468006,84.84468006
2015-12-01 10:17:00,84.84468006,84.84468006,84.84468006,84.84468006
2015-12-01 10:18:00,84.84468006,84.84468006,84.84468006,84.84468006
2015-12-01 10:19:00,84.648950106,84.648950106,84.648950106,84.648950106
2015-12-01 10:20:00,84.665970102,84.665970102,84.657460104,84.665970102
2015-12-01 10:21:00,84.682990098,84.691500096,84.682990098,84.691500096
2015-12-01 10:22:00,84.623420112,84.682990098,84.623420112,84.682990098
2015-12-01 10:23:00,84.623420112,84.682990098,84.623420112,84.682990098
2015-12-01 10:24:00,84.623420112,84.682990098,84.623420112,84.682990098
2015-12-01 10:25:00,84.623420112,84.682990098,84.623420112,84.682990098
2015-12-01 10:26:00,84.623420112,84.682990098,84.623420112,84.682990098
2015-12-01 10:27:00,84.708520092,84.708520092,84.708520092,84.708520092
2015-12-01 10:28:00,84.708520092,84.708520092,84.708520092,84.708520092
2015-12-01 10:29:00,84.708520092,84.708520092,84.708520092,84.708520092
2015-12-01 10:30:00,84.708520092,84.708520092,84.708520092,84.708520092
2015-12-01 10:31:00,84.88723005,84.895740048,84.878720052,84.895740048
2015-12-01 10:32:00,84.88723005,84.895740048,84.878720052,84.895740048
2015-12-01 10:33:00,84.88723005,84.895740048,84.878720052,84.895740048
2015-12-01 10:34:00,84.88723005,84.895740048,84.878720052,84.895740048
2015-12-01 10:35:00,84.88723005,84.895740048,84.878720052,84.895740048
2015-12-01 10:36:00,84.88723005,84.895740048,84.878720052,84.895740048
2015-12-01 10:37:00,84.88723005,84.895740048,84.878720052,84.895740048
2015-12-01 10:38:00,84.904250046,84.904250046,84.904250046,84.904250046
2015-12-01 10:39:00,84.904250046,84.904250046,84.904250046,84.904250046
2015-12-01 10:40:00,84.904250046,84.904250046,84.904250046,84.904250046
2015-12-01 10:41:00,84.904250046,84.904250046,84.904250046,84.904250046
2015-12-01 10:42:00,84.904250046,84.904250046,84.904250046,84.904250046
2015-12-01 10:43:00,84.904250046,84.904250046,84.904250046,84.904250046
2015-12-01 10:44:00,84.912760044,84.912760044,84.912760044,84.912760044
2015-12-01 10:45:00,84.912760044,84.912760044,84.912760044,84.912760044
2015-12-01 10:46:00,84.912760044,84.912760044,84.912760044,84.912760044
2015-12-01 10:47:00,84.912760044,84.912760044,84.912760044,84.912760044
2015-12-01 10:48:00,84.955310034,84.955310034,84.955310034,84.955310034
2015-12-01 10:49:00,84.955310034,84.955310034,84.955310034,84.955310034
2015-12-01 10:50:00,84.955310034,84.955310034,84.955310034,84.955310034
2015-12-01 10:51:00,84.955310034,84.955310034,84.955310034,84.955310034
2015-12-01 10:52:00,84.955310034,84.955310034,84.955310034,84.955310034
2015-12-01 10:53:00,84.955310034,84.955310034,84.955310034,84.955310034
2015-12-01 10:54:00,84.955310034,84.955310034,84.955310034,84.955310034
2015-12-01 10:55:00,84.955310034,84.955310034,84.955310034,84.955310034
2015-12-01 10:56:00,84.895740048,84.895740048,84.895740048,84.895740048
2015-12-01 10:57:00,84.895740048,84.895740048,84.895740048,84.895740048
2015-12-01 10:58:00,84.895740048,84.895740048,84.895740048,84.895740048
2015-12-01 10:59:00,84.895740048,84.895740048,84.895740048,84.895740048
2015-12-01 11:00:00,84.895740048,84.895740048,84.895740048,84.895740048
2015-12-01 11:01:00,84.895740048,84.895740048,84.895740048,84.895740048
2015-12-01 11:02:00,84.895740048,84.895740048,84.895740048,84.895740048
2015-12-01 11:03:00,84.84468006,84.84468006,84.84468006,84.84468006
2015-12-01 11:04:00,84.84468006,84.84468006,84.84468006,84.84468006
2015-12-01 11:05:00,84.84468006,84.84468006,84.84468006,84.84468006
2015-12-01 11:06:00,84.84468006,84.84468006,84.84468006,84.84468006
2015-12-01 11:07:00,84.84468006,84.84468006,84.84468006,84.84468006
2015-12-01 11:08:00,84.84468006,84.84468006,84.84468006,84.84468006
2015-12-01 11:09:00,84.84468006,84.84468006,84.84468006,84.84468006
2015-12-01 11:10:00,84.84468006,84.84468006,84.84468006,84.84468006
2015-12-01 11:11:00,84.84468006,84.84468006,84.84468006,84.84468006
2015-12-01 11:12:00,84.84468006,84.84468006,84.84468006,84.84468006
2015-12-01 11:13:00,84.84468006,84.84468006,84.84468006,84.84468006
2015-12-01 11:14:00,84.84468006,84.84468006,84.84468006,84.84468006
2015-12-01 11:15:00,84.84468006,84.84468006,84.84468006,84.84468006
2015-12-01 11:16:00,84.84468006,84.84468006,84.84468006,84.84468006
2015-12-01 11:17:00,84.84468006,84.84468006,84.84468006,84.84468006
2015-12-01 11:18:00,84.84468006,84.84468006,84.84468006,84.84468006
2015-12-01 11:19:00,84.84468006,84.84468006,84.84468006,84.84468006
2015-12-01 11:20:00,84.785110074,84.785110074,84.785110074,84.785110074
2015-12-01 11:21:00,84.785110074,84.785110074,84.785110074,84.785110074
2015-12-01 11:22:00,84.785110074,84.785110074,84.785110074,84.785110074
2015-12-01 11:23:00,84.785110074,84.785110074,84.785110074,84.785110074
2015-12-01 11:24:00,84.785110074,84.785110074,84.785110074,84.785110074
2015-12-01 11:25:00,84.785110074,84.785110074,84.785110074,84.785110074
2015-12-01 11:26:00,84.785110074,84.785110074,84.785110074,84.785110074
2015-12-01 11:27:00,84.785110074,84.785110074,84.785110074,84.785110074
2015-12-01 11:28:00,84.742560084,84.742560084,84.742560084,84.742560084
2015-12-01 11:29:00,84.734050086,84.734050086,84.734050086,84.734050086
2015-12-01 11:30:00,84.734050086,84.734050086,84.734050086,84.734050086
2015-12-01 11:31:00,84.734050086,84.734050086,84.734050086,84.734050086
2015-12-01 11:32:00,84.734050086,84.734050086,84.734050086,84.734050086
2015-12-01 11:33:00,84.734050086,84.734050086,84.734050086,84.734050086
2015-12-01 11:34:00,84.734050086,84.734050086,84.734050086,84.734050086
2015-12-01 11:35:00,84.682990098,84.6744801,84.6744801,84.682990098
2015-12-01 11:36:00,84.682990098,84.6744801,84.6744801,84.682990098
2015-12-01 11:37:00,84.682990098,84.6744801,84.6744801,84.682990098
2015-12-01 11:38:00,84.682990098,84.6744801,84.6744801,84.682990098
2015-12-01 11:39:00,84.682990098,84.6744801,84.6744801,84.682990098
2015-12-01 11:40:00,84.682990098,84.6744801,84.6744801,84.682990098
2015-12-01 11:41:00,84.682990098,84.6744801,84.6744801,84.682990098
2015-12-01 11:42:00,84.682990098,84.6744801,84.6744801,84.682990098
2015-12-01 11:43:00,84.682990098,84.6744801,84.6744801,84.682990098
2015-12-01 11:44:00,84.682990098,84.6744801,84.6744801,84.682990098
2015-12-01 11:45:00,84.682990098,84.6744801,84.6744801,84.682990098
2015-12-01 11:46:00,84.682990098,84.6744801,84.6744801,84.682990098
2015-12-01 11:47:00,84.682990098,84.6744801,84.6744801,84.682990098
2015-12-01 11:48:00,84.682990098,84.6744801,84.6744801,84.682990098
2015-12-01 11:49:00,84.682990098,84.6744801,84.6744801,84.682990098
2015-12-01 11:50:00,84.682990098,84.6744801,84.6744801,84.682990098
2015-12-01 11:51:00,84.682990098,84.682990098,84.682990098,84.682990098
2015-12-01 11:52:00,84.682990098,84.682990098,84.682990098,84.682990098
2015-12-01 11:53:00,84.682990098,84.682990098,84.682990098,84.682990098
2015-12-01 11:54:00,84.682990098,84.682990098,84.682990098,84.682990098
2015-12-01 11:55:00,84.682990098,84.682990098,84.682990098,84.682990098
2015-12-01 11:56:00,84.682990098,84.682990098,84.682990098,84.682990098
2015-12-01 11:57:00,84.682990098,84.682990098,84.682990098,84.682990098
2015-12-01 11:58:00,84.682990098,84.682990098,84.682990098,84.682990098
2015-12-01 11:59:00,84.682990098,84.682990098,84.682990098,84.682990098
2015-12-01 12:00:00,84.665970102,84.665970102,84.665970102,84.665970102
2015-12-01 12:01:00,84.665970102,84.665970102,84.665970102,84.665970102
2015-12-01 12:02:00,84.665970102,84.665970102,84.665970102,84.665970102
2015-12-01 12:03:00,84.665970102,84.665970102,84.665970102,84.665970102
2015-12-01 12:04:00,84.665970102,84.665970102,84.665970102,84.665970102
